BBB Time,Mav Time,Mav Alt,Mav Lat,Mav Lon,,,,,,,
27:29.0,1674675,56650,492564436,-1229224247,,0.119212963,0.1,,,,
27:29.1,1674775,56650,492564436,-1229224247,,0.116898148,0.1,,,,
27:29.2,1674875,56880,492564421,-1229224259,,0.112268519,0.1,,,,
27:29.3,1674975,56880,492564421,-1229224259,,0.115740741,0.1,,,,
27:29.4,1675075,56900,492564406,-1229224259,,0.12037037,0.1,,,,
27:29.5,1675175,56900,492564406,-1229224259,,0.114583333,0.1,,,,
27:29.6,1675280,57170,492564391,-1229224233,,0.122685185,0.105,,,,
27:29.7,1675375,57170,492564391,-1229224233,,0.109953704,0.095,,,,
27:29.8,1675475,57550,492564377,-1229224206,,0.115740741,0.1,,,,
27:29.9,1675575,57550,492564377,-1229224206,,0.116898148,0.1,,,,
27:30.0,1675675,57590,492564343,-1229224184,,0.115740741,0.1,,,,
27:30.1,1675780,57590,492564343,-1229224184,,0.128472222,0.105,,,,
27:30.2,1675875,57730,492564325,-1229224181,,0.104166667,0.095,,,,
27:30.3,1675975,57730,492564325,-1229224181,,0.115740741,0.1,,,,
27:30.4,1676077,57750,492564311,-1229224185,,0.113425926,0.102,,,,
27:30.5,1676175,57750,492564311,-1229224185,,0.119212963,0.098,,,,
27:30.6,1676275,58130,492564285,-1229224177,,0.115740741,0.1,,,,
27:30.7,1676375,58130,492564285,-1229224177,,0.116898148,0.1,,,,
27:30.8,1676475,57720,492564283,-1229224173,,0.115740741,0.1,,,,
27:30.9,1676577,57720,492564283,-1229224173,,0.115740741,0.102,,,,
27:31.0,1676675,57080,492564293,-1229224159,,0.113425926,0.098,,,,
27:31.1,1676780,57080,492564293,-1229224159,,0.131944444,0.105,,,,
27:31.2,1676875,56950,492564272,-1229224121,,0.107638889,0.095,,,,
27:31.3,1676975,56950,492564272,-1229224121,,0.112268519,0.1,,,,
27:31.4,1677075,57180,492564217,-1229224094,,0.115740741,0.1,,,,
27:31.5,1677175,57180,492564217,-1229224094,,0.113425926,0.1,,,,
27:31.6,1677275,57160,492564178,-1229224099,,0.119212963,0.1,,,,
27:31.7,1677375,57160,492564178,-1229224099,,0.115740741,0.1,,,,
27:31.8,1677475,57230,492564186,-1229224115,,0.115740741,0.1,,,,
27:31.9,1677575,57230,492564186,-1229224115,,0.116898148,0.1,,,,
27:32.0,1677675,57390,492564177,-1229224123,,0.113425926,0.1,,,,
27:32.1,1677775,57390,492564177,-1229224123,,0.125,0.1,,,,
27:32.2,1677877,57560,492564167,-1229224124,,0.109953704,0.102,,,,
27:32.3,1677975,57560,492564167,-1229224124,,0.115740741,0.098,,,,
27:32.4,1678075,57880,492564163,-1229224131,,0.116898148,0.1,,,,
27:32.5,1678177,57880,492564163,-1229224131,,0.115740741,0.102,,,,
27:32.6,1678275,58090,492564186,-1229224139,,0.116898148,0.098,,,,
27:32.7,1678375,58090,492564186,-1229224139,,0.115740741,0.1,,,,
27:32.8,1678475,57960,492564210,-1229224152,,0.115740741,0.1,,,,
27:32.9,1678575,57960,492564210,-1229224152,,0.115740741,0.1,,,,
27:33.0,1678675,57950,492564205,-1229224157,,0.116898148,0.1,,,,
27:33.1,1678780,57950,492564205,-1229224157,,0.122685185,0.105,,,,
27:33.2,1678877,58070,492564190,-1229224159,,0.109953704,0.097,,,,
27:33.3,1678975,58070,492564190,-1229224159,,0.112268519,0.098,,,,
27:33.4,1679075,57890,492564199,-1229224187,,0.116898148,0.1,,,,
27:33.5,1679180,57890,492564199,-1229224187,,0.118055556,0.105,,,,
27:33.6,1679275,57670,492564217,-1229224224,,0.113425926,0.095,,,,
27:33.7,1679375,57670,492564217,-1229224224,,0.119212963,0.1,,,,
27:33.8,1679477,57570,492564214,-1229224232,,0.113425926,0.102,,,,
27:33.9,1679575,57570,492564214,-1229224232,,0.115740741,0.098,,,,
27:34.0,1679677,57910,492564184,-1229224213,,0.119212963,0.102,,,,
27:34.1,1679775,57910,492564184,-1229224213,,0.122685185,0.098,,,,
27:34.2,1679875,58300,492564142,-1229224189,,0.108796296,0.1,,,,
27:34.3,1679977,58300,492564142,-1229224189,,0.116898148,0.102,,,,
27:34.4,1680077,58970,492564129,-1229224164,,0.115740741,0.1,,,,
27:34.5,1680175,58970,492564129,-1229224164,,0.116898148,0.098,,,,
27:34.6,1680275,59210,492564137,-1229224156,,0.115740741,0.1,,,,
27:34.7,1680375,59210,492564137,-1229224156,,0.115740741,0.1,,,,
27:34.8,1680475,59450,492564138,-1229224154,,0.116898148,0.1,,,,
27:34.9,1680575,59450,492564138,-1229224154,,0.115740741,0.1,,,,
27:35.0,1680675,59400,492564134,-1229224157,,0.112268519,0.1,,,,
27:35.1,1680780,59400,492564134,-1229224157,,0.12037037,0.105,,,,
27:35.2,1680875,59090,492564120,-1229224160,,0.115740741,0.095,,,,
27:35.3,1680975,59090,492564120,-1229224160,,0.115740741,0.1,,,,
27:35.4,1681075,58890,492564125,-1229224166,,0.113425926,0.1,,,,
27:35.5,1681175,58890,492564125,-1229224166,,0.115740741,0.1,,,,
27:35.6,1681275,58700,492564132,-1229224185,,0.115740741,0.1,,,,
27:35.7,1681375,58700,492564132,-1229224185,,0.119212963,0.1,,,,
27:35.8,1681475,58650,492564137,-1229224193,,0.115740741,0.1,,,,
27:35.9,1681577,58650,492564137,-1229224193,,0.116898148,0.102,,,,
27:36.0,1681680,58730,492564128,-1229224196,,0.115740741,0.103,,,,
27:36.1,1681775,58730,492564128,-1229224196,,0.122685185,0.095,,,,
27:36.2,1681875,59060,492564127,-1229224204,,0.114583333,0.1,,,,
27:36.3,1681975,59060,492564127,-1229224204,,0.108796296,0.1,,,,
27:36.4,1682077,58960,492564104,-1229224195,,0.115740741,0.102,,,,
27:36.5,1682175,58960,492564104,-1229224195,,0.118055556,0.098,,,,
27:36.6,1682280,59150,492564077,-1229224164,,0.116898148,0.105,,,,
27:36.7,1682380,59150,492564077,-1229224164,,0.115740741,0.1,,,,
27:36.8,1682475,59100,492564045,-1229224140,,0.115740741,0.095,,,,
27:36.9,1682575,59100,492564045,-1229224140,,0.115740741,0.1,,,,
27:37.0,1682675,59570,492564026,-1229224111,,0.113425926,0.1,,,,
27:37.1,1682780,59570,492564026,-1229224111,,0.131944444,0.105,,,,
27:37.2,1682880,59540,492563995,-1229224094,,0.111111111,0.1,,,,
27:37.3,1682975,59540,492563995,-1229224094,,0.108796296,0.095,,,,
27:37.4,1683075,59400,492563962,-1229224080,,0.115740741,0.1,,,,
27:37.5,1683175,59400,492563962,-1229224080,,0.115740741,0.1,,,,
27:37.6,1683275,59470,492563959,-1229224066,,0.113425926,0.1,,,,
27:37.7,1683375,59470,492563959,-1229224066,,0.119212963,0.1,,,,
27:37.8,1683475,59490,492563965,-1229224062,,0.115740741,0.1,,,,
27:37.9,1683575,59490,492563965,-1229224062,,0.116898148,0.1,,,,
27:38.0,1683675,59570,492563977,-1229224065,,0.113425926,0.1,,,,
27:38.1,1683775,59570,492563977,-1229224065,,0.125,0.1,,,,
27:38.2,1683875,59500,492563989,-1229224064,,0.113425926,0.1,,,,
27:38.3,1683980,59500,492563989,-1229224064,,0.112268519,0.105,,,,
27:38.4,1684075,59410,492564009,-1229224050,,0.115740741,0.095,,,,
27:38.5,1684177,59410,492564009,-1229224050,,0.116898148,0.102,,,,
27:38.6,1684275,59520,492564032,-1229224038,,0.115740741,0.098,,,,
27:38.7,1684377,59520,492564032,-1229224038,,0.115740741,0.102,,,,
27:38.8,1684475,59760,492564052,-1229224019,,0.115740741,0.098,,,,
27:38.9,1684575,59760,492564052,-1229224019,,0.115740741,0.1,,,,
27:39.0,1684675,59750,492564046,-1229224000,,0.116898148,0.1,,,,
27:39.1,1684780,59750,492564046,-1229224000,,0.128472222,0.105,,,,
27:39.2,1684875,59750,492564017,-1229223990,,0.104166667,0.095,,,,
27:39.3,1684975,59750,492564017,-1229223990,,0.115740741,0.1,,,,
27:39.4,1685080,59760,492564020,-1229223987,,0.116898148,0.105,,,,
27:39.5,1685177,59760,492564020,-1229223987,,0.114583333,0.097,,,,
27:39.6,1685280,59840,492564051,-1229223992,,0.122685185,0.103,,,,
27:39.7,1685375,59840,492564051,-1229223992,,0.109953704,0.095,,,,
27:39.8,1685475,60170,492564075,-1229224009,,0.116898148,0.1,,,,
27:39.9,1685575,60170,492564075,-1229224009,,0.115740741,0.1,,,,
27:40.0,1685675,60620,492564067,-1229224033,,0.113425926,0.1,,,,
27:40.1,1685775,60620,492564067,-1229224033,,0.125,0.1,,,,
27:40.2,1685875,61170,492564056,-1229224054,,0.109953704,0.1,,,,
27:40.3,1685975,61170,492564056,-1229224054,,0.115740741,0.1,,,,
27:40.4,1686075,61370,492564048,-1229224077,,0.115740741,0.1,,,,
27:40.5,1686177,61370,492564048,-1229224077,,0.113425926,0.102,,,,
27:40.6,1686280,61530,492564044,-1229224097,,0.119212963,0.103,,,,
27:40.7,1686375,61530,492564044,-1229224097,,0.116898148,0.095,,,,
27:40.8,1686475,61770,492564019,-1229224099,,0.112268519,0.1,,,,
27:40.9,1686575,61770,492564019,-1229224099,,0.116898148,0.1,,,,
27:41.0,1686675,61950,492563995,-1229224091,,0.115740741,0.1,,,,
27:41.1,1686782,61950,492563995,-1229224091,,0.128472222,0.107,,,,
27:41.2,1686875,61980,492563991,-1229224096,,0.107638889,0.093,,,,
27:41.3,1686975,61980,492563991,-1229224096,,0.115740741,0.1,,,,
27:41.4,1687075,62120,492563997,-1229224106,,0.115740741,0.1,,,,
27:41.5,1687175,62120,492563997,-1229224106,,0.113425926,0.1,,,,
27:41.6,1687275,62010,492564023,-1229224101,,0.119212963,0.1,,,,
27:41.7,1687375,62010,492564023,-1229224101,,0.115740741,0.1,,,,
27:41.8,1687475,62070,492564035,-1229224079,,0.113425926,0.1,,,,
27:41.9,1687575,62070,492564035,-1229224079,,0.119212963,0.1,,,,
27:42.0,1687675,62140,492564047,-1229224071,,0.116898148,0.1,,,,
27:42.1,1687775,62140,492564047,-1229224071,,0.115740741,0.1,,,,
27:42.2,1687875,62310,492564061,-1229224070,,0.115740741,0.1,,,,
27:42.3,1687975,62310,492564061,-1229224070,,0.115740741,0.1,,,,
27:42.4,1688080,62370,492564067,-1229224088,,0.113425926,0.105,,,,
27:42.5,1688175,62370,492564067,-1229224088,,0.119212963,0.095,,,,
27:42.6,1688275,62310,492564057,-1229224113,,0.115740741,0.1,,,,
27:42.7,1688377,62310,492564057,-1229224113,,0.116898148,0.102,,,,
27:42.8,1688475,62340,492564047,-1229224125,,0.115740741,0.098,,,,
27:42.9,1688577,62340,492564047,-1229224125,,0.116898148,0.102,,,,
27:43.0,1688675,62610,492564063,-1229224128,,0.115740741,0.098,,,,
27:43.1,1688780,62610,492564063,-1229224128,,0.119212963,0.105,,,,
27:43.2,1688875,62300,492564039,-1229224139,,0.112268519,0.095,,,,
27:43.3,1688975,62300,492564039,-1229224139,,0.115740741,0.1,,,,
27:43.4,1689075,62090,492564004,-1229224152,,0.114583333,0.1,,,,
27:43.5,1689175,62090,492564004,-1229224152,,0.118055556,0.1,,,,
27:43.6,1689275,62010,492563989,-1229224149,,0.116898148,0.1,,,,
27:43.7,1689375,62010,492563989,-1229224149,,0.115740741,0.1,,,,
27:43.8,1689475,61840,492563997,-1229224149,,0.116898148,0.1,,,,
27:43.9,1689575,61840,492563997,-1229224149,,0.112268519,0.1,,,,
27:44.0,1689675,61820,492563998,-1229224154,,0.119212963,0.1,,,,
27:44.1,1689775,61820,492563998,-1229224154,,0.116898148,0.1,,,,
27:44.2,1689875,62120,492563986,-1229224152,,0.112268519,0.1,,,,
27:44.3,1689975,62120,492563986,-1229224152,,0.119212963,0.1,,,,
27:44.4,1690075,62250,492563984,-1229224151,,0.113425926,0.1,,,,
27:44.5,1690175,62250,492563984,-1229224151,,0.119212963,0.1,,,,
27:44.6,1690277,62600,492563987,-1229224152,,0.115740741,0.102,,,,
27:44.7,1690380,62600,492563987,-1229224152,,0.116898148,0.103,,,,
27:44.8,1690477,63350,492564010,-1229224170,,0.112268519,0.097,,,,
27:44.9,1690575,63350,492564010,-1229224170,,0.119212963,0.098,,,,
27:45.0,1690677,63790,492564017,-1229224181,,0.116898148,0.102,,,,
27:45.1,1690775,63790,492564017,-1229224181,,0.121527778,0.098,,,,
27:45.2,1690875,64380,492564028,-1229224172,,0.109953704,0.1,,,,
27:45.3,1690975,64380,492564028,-1229224172,,0.115740741,0.1,,,,
27:45.4,1691075,64740,492564058,-1229224165,,0.113425926,0.1,,,,
27:45.5,1691175,64740,492564058,-1229224165,,0.116898148,0.1,,,,
27:45.6,1691275,65040,492564093,-1229224159,,0.119212963,0.1,,,,
27:45.7,1691375,65040,492564093,-1229224159,,0.115740741,0.1,,,,
27:45.8,1691475,65410,492564137,-1229224168,,0.116898148,0.1,,,,
27:45.9,1691575,65410,492564137,-1229224168,,0.112268519,0.1,,,,
27:46.0,1691675,65740,492564179,-1229224180,,0.119212963,0.1,,,,
27:46.1,1691775,65740,492564179,-1229224180,,0.12037037,0.1,,,,
27:46.2,1691875,65920,492564206,-1229224205,,0.112268519,0.1,,,,
27:46.3,1691977,65920,492564206,-1229224205,,0.115740741,0.102,,,,
27:46.4,1692075,66570,492564237,-1229224243,,0.115740741,0.098,,,,
27:46.5,1692175,66570,492564237,-1229224243,,0.113425926,0.1,,,,
27:46.6,1692280,66720,492564237,-1229224275,,0.119212963,0.105,,,,
27:46.7,1692375,66720,492564237,-1229224275,,0.116898148,0.095,,,,
27:46.8,1692475,66840,492564220,-1229224288,,0.115740741,0.1,,,,
27:46.9,1692580,66840,492564220,-1229224288,,0.115740741,0.105,,,,
27:47.0,1692675,67210,492564230,-1229224290,,0.115740741,0.095,,,,
27:47.1,1692775,67210,492564230,-1229224290,,0.122685185,0.1,,,,
27:47.2,1692877,67530,492564261,-1229224302,,0.109953704,0.102,,,,
27:47.3,1692975,67530,492564261,-1229224302,,0.116898148,0.098,,,,
27:47.4,1693075,68040,492564293,-1229224345,,0.112268519,0.1,,,,
27:47.5,1693175,68040,492564293,-1229224345,,0.116898148,0.1,,,,
27:47.6,1693282,68720,492564314,-1229224395,,0.125,0.107,,,,
27:47.7,1693375,68720,492564314,-1229224395,,0.109953704,0.093,,,,
27:47.8,1693475,69030,492564314,-1229224428,,0.115740741,0.1,,,,
27:47.9,1693575,69030,492564314,-1229224428,,0.115740741,0.1,,,,
27:48.0,1693675,69260,492564334,-1229224446,,0.113425926,0.1,,,,
27:48.1,1693775,69260,492564334,-1229224446,,0.122685185,0.1,,,,
27:48.2,1693875,69160,492564334,-1229224458,,0.109953704,0.1,,,,
27:48.3,1693980,69160,492564334,-1229224458,,0.119212963,0.105,,,,
27:48.4,1694075,68970,492564318,-1229224454,,0.115740741,0.095,,,,
27:48.5,1694175,68970,492564318,-1229224454,,0.113425926,0.1,,,,
27:48.6,1694280,69270,492564305,-1229224445,,0.125,0.105,,,,
27:48.7,1694375,69270,492564305,-1229224445,,0.109953704,0.095,,,,
27:48.8,1694475,69670,492564312,-1229224434,,0.115740741,0.1,,,,
27:48.9,1694575,69670,492564312,-1229224434,,0.114583333,0.1,,,,
27:49.0,1694677,69680,492564324,-1229224429,,0.118055556,0.102,,,,
27:49.1,1694775,69680,492564324,-1229224429,,0.122685185,0.098,,,,
27:49.2,1694875,69730,492564369,-1229224425,,0.109953704,0.1,,,,
27:49.3,1694975,69730,492564369,-1229224425,,0.115740741,0.1,,,,
27:49.4,1695080,69220,492564411,-1229224417,,0.115740741,0.105,,,,
27:49.5,1695175,69220,492564411,-1229224417,,0.114583333,0.095,,,,
27:49.6,1695275,69140,492564444,-1229224420,,0.118055556,0.1,,,,
27:49.7,1695375,69140,492564444,-1229224420,,0.115740741,0.1,,,,
27:49.8,1695475,69130,492564463,-1229224432,,0.113425926,0.1,,,,
27:49.9,1695575,69130,492564463,-1229224432,,0.119212963,0.1,,,,
27:50.0,1695675,68940,492564472,-1229224439,,0.115740741,0.1,,,,
27:50.1,1695775,68940,492564472,-1229224439,,0.122685185,0.1,,,,
27:50.2,1695875,68890,492564475,-1229224439,,0.109953704,0.1,,,,
27:50.3,1695975,68890,492564475,-1229224439,,0.113425926,0.1,,,,
27:50.4,1696075,68990,492564481,-1229224449,,0.115740741,0.1,,,,
27:50.5,1696175,68990,492564481,-1229224449,,0.118055556,0.1,,,,
27:50.6,1696275,68880,492564453,-1229224460,,0.114583333,0.1,,,,
27:50.7,1696375,68880,492564453,-1229224460,,0.118055556,0.1,,,,
27:50.8,1696475,69270,492564407,-1229224454,,0.113425926,0.1,,,,
27:50.9,1696575,69270,492564407,-1229224454,,0.119212963,0.1,,,,
27:51.0,1696677,69410,492564406,-1229224448,,0.112268519,0.102,,,,
27:51.1,1696777,69410,492564406,-1229224448,,0.126157407,0.1,,,,
27:51.2,1696875,69280,492564435,-1229224455,,0.109953704,0.098,,,,
27:51.3,1696975,69280,492564435,-1229224455,,0.115740741,0.1,,,,
27:51.4,1697075,69020,492564423,-1229224416,,0.115740741,0.1,,,,
27:51.5,1697180,69020,492564423,-1229224416,,0.121527778,0.105,,,,
27:51.6,1697275,68310,492564419,-1229224377,,0.111111111,0.095,,,,
27:51.7,1697375,68310,492564419,-1229224377,,0.115740741,0.1,,,,
27:51.8,1697478,67640,492564424,-1229224345,,0.113425926,0.103,,,,
27:51.9,1697577,67640,492564424,-1229224345,,0.119212963,0.099,,,,
27:52.0,1697676,67730,492564454,-1229224332,,0.115740741,0.099,,,,
27:52.1,1697776,67730,492564454,-1229224332,,0.122685185,0.1,,,,
27:52.2,1697876,68200,492564454,-1229224330,,0.106481481,0.1,,,,
27:52.3,1697976,68200,492564454,-1229224330,,0.116898148,0.1,,,,
27:52.4,1698076,68320,492564476,-1229224337,,0.119212963,0.1,,,,
27:52.5,1698178,68320,492564476,-1229224337,,0.113425926,0.102,,,,
27:52.6,1698278,68560,492564519,-1229224335,,0.119212963,0.1,,,,
27:52.7,1698378,68560,492564519,-1229224335,,0.112268519,0.1,,,,
27:52.8,1698475,68190,492564526,-1229224317,,0.116898148,0.097,,,,
27:52.9,1698576,68190,492564526,-1229224317,,0.118055556,0.101,,,,
27:53.0,1698676,68410,492564543,-1229224312,,0.113425926,0.1,,,,
27:53.1,1698778,68410,492564543,-1229224312,,0.12037037,0.102,,,,
27:53.2,1698881,69010,492564561,-1229224318,,0.115740741,0.103,,,,
27:53.3,1698976,69010,492564561,-1229224318,,0.115740741,0.095,,,,
27:53.4,1699076,68590,492564524,-1229224304,,0.116898148,0.1,,,,
27:53.5,1699176,68590,492564524,-1229224304,,0.114583333,0.1,,,,
27:53.6,1699276,68040,492564498,-1229224291,,0.116898148,0.1,,,,
27:53.7,1699376,68040,492564498,-1229224291,,0.115740741,0.1,,,,
27:53.8,1699478,67550,492564477,-1229224278,,0.113425926,0.102,,,,
27:53.9,1699576,67550,492564477,-1229224278,,0.115740741,0.098,,,,
27:54.0,1699675,67310,492564463,-1229224272,,0.115740741,0.099,,,,
27:54.1,1699780,67310,492564463,-1229224272,,0.122685185,0.105,,,,
27:54.2,1699876,67230,492564458,-1229224271,,0.113425926,0.096,,,,
27:54.3,1699975,67230,492564458,-1229224271,,0.109953704,0.099,,,,
27:54.4,1700076,67250,492564467,-1229224255,,0.119212963,0.101,,,,
27:54.5,1700176,67250,492564467,-1229224255,,0.118055556,0.1,,,,
27:54.6,1700275,67740,492564502,-1229224251,,0.113425926,0.099,,,,
27:54.7,1700380,67740,492564502,-1229224251,,0.119212963,0.105,,,,
27:54.8,1700478,68520,492564511,-1229224254,,0.113425926,0.098,,,,
27:55.0,1700576,68520,492564511,-1229224254,,0.119212963,0.098,,,,
27:55.0,1700676,69230,492564508,-1229224265,,0.112268519,0.1,,,,
27:55.2,1700781,69230,492564508,-1229224265,,0.126157407,0.105,,,,
27:55.2,1700876,69470,492564505,-1229224276,,0.106481481,0.095,,,,
27:55.4,1700978,69470,492564505,-1229224276,,0.119212963,0.102,,,,
27:55.5,1701076,69820,492564503,-1229224276,,0.115740741,0.098,,,,
27:55.6,1701176,69820,492564503,-1229224276,,0.116898148,0.1,,,,
27:55.7,1701276,70040,492564498,-1229224262,,0.115740741,0.1,,,,
27:55.8,1701378,70040,492564498,-1229224262,,0.115740741,0.102,,,,
27:55.9,1701476,70240,492564487,-1229224252,,0.113425926,0.098,,,,
27:56.0,1701576,70240,492564487,-1229224252,,0.119212963,0.1,,,,
27:56.1,1701676,70100,492564480,-1229224243,,0.115740741,0.1,,,,
27:56.2,1701780,70100,492564480,-1229224243,,0.116898148,0.104,,,,
27:56.3,1701876,70390,492564495,-1229224229,,0.112268519,0.096,,,,
27:56.3,1701975,70390,492564495,-1229224229,,0.113425926,0.099,,,,
27:56.5,1702076,70490,492564504,-1229224213,,0.119212963,0.101,,,,
27:56.6,1702176,70490,492564504,-1229224213,,0.116898148,0.1,,,,
27:56.7,1702276,70550,492564496,-1229224186,,0.118055556,0.1,,,,
27:56.8,1702375,70550,492564496,-1229224186,,0.113425926,0.099,,,,
27:56.9,1702475,70310,492564490,-1229224160,,0.115740741,0.1,,,,
27:57.0,1702578,70310,492564490,-1229224160,,0.113425926,0.103,,,,
27:57.1,1702675,69800,492564472,-1229224130,,0.118055556,0.097,,,,
27:57.2,1702778,69800,492564472,-1229224130,,0.12037037,0.103,,,,
27:57.3,1702874,69800,492564443,-1229224099,,0.131944444,0.096,,,,
27:57.4,1702976,69800,492564443,-1229224099,,0.094907407,0.102,,,,
27:57.5,1703079,69600,492564416,-1229224078,,0.121527778,0.103,,,,
27:57.6,1703176,69600,492564416,-1229224078,,0.111111111,0.097,,,,
27:57.7,1703276,69600,492564429,-1229224057,,0.115740741,0.1,,,,
27:57.8,1703376,69600,492564429,-1229224057,,0.115740741,0.1,,,,
27:57.9,1703476,69530,492564433,-1229224037,,0.115740741,0.1,,,,
27:58.0,1703581,69530,492564433,-1229224037,,0.116898148,0.105,,,,
27:58.1,1703676,69510,492564433,-1229224014,,0.115740741,0.095,,,,
27:58.2,1703774,69510,492564433,-1229224014,,0.121527778,0.098,,,,
27:58.3,1703876,69520,492564437,-1229224003,,0.111111111,0.102,,,,
27:58.4,1703976,69520,492564437,-1229224003,,0.115740741,0.1,,,,
27:58.5,1704074,69230,492564437,-1229223995,,0.115740741,0.098,,,,
27:58.6,1704176,69230,492564437,-1229223995,,0.118055556,0.102,,,,
27:58.7,1704276,69010,492564422,-1229223998,,0.114583333,0.1,,,,
27:58.8,1704376,69010,492564422,-1229223998,,0.115740741,0.1,,,,
27:58.9,1704476,68720,492564397,-1229223988,,0.115740741,0.1,,,,
27:59.0,1704576,68720,492564397,-1229223988,,0.116898148,0.1,,,,
27:59.1,1704676,68610,492564383,-1229223974,,0.115740741,0.1,,,,
27:59.2,1704776,68610,492564383,-1229223974,,0.121527778,0.1,,,,
27:59.3,1704874,68580,492564353,-1229223971,,0.108796296,0.098,,,,
27:59.4,1704976,68580,492564353,-1229223971,,0.119212963,0.102,,,,
27:59.5,1705076,68810,492564343,-1229223974,,0.115740741,0.1,,,,
27:59.6,1705177,68810,492564343,-1229223974,,0.115740741,0.101,,,,
27:59.7,1705274,68760,492564337,-1229223973,,0.116898148,0.097,,,,
27:59.8,1705374,68760,492564337,-1229223973,,0.115740741,0.1,,,,
27:59.9,1705479,68680,492564330,-1229223976,,0.115740741,0.105,,,,
28:00.0,1705574,68680,492564330,-1229223976,,0.118055556,0.095,,,,
28:00.1,1705674,69210,492564326,-1229223979,,0.113425926,0.1,,,,
28:00.2,1705776,69210,492564326,-1229223979,,0.116898148,0.102,,,,
28:00.3,1705874,69060,492564312,-1229223993,,0.115740741,0.098,,,,
28:00.4,1705974,69060,492564312,-1229223993,,0.113425926,0.1,,,,
28:00.5,1706074,69600,492564298,-1229224002,,0.115740741,0.1,,,,
28:00.6,1706175,69600,492564298,-1229224002,,0.119212963,0.101,,,,
28:00.7,1706277,69640,492564288,-1229224022,,0.113425926,0.102,,,,
28:00.8,1706374,69640,492564288,-1229224022,,0.115740741,0.097,,,,
28:00.9,1706474,69540,492564261,-1229224053,,0.119212963,0.1,,,,
28:01.0,1706577,69540,492564261,-1229224053,,0.115740741,0.103,,,,
28:01.1,1706674,70010,492564198,-1229224090,,0.113425926,0.097,,,,
28:01.2,1706777,70010,492564198,-1229224090,,0.119212963,0.103,,,,
28:01.3,1706874,70130,492564107,-1229224126,,0.112268519,0.097,,,,
28:01.4,1706974,70130,492564107,-1229224126,,0.115740741,0.1,,,,
28:01.5,1707074,70550,492564027,-1229224161,,0.116898148,0.1,,,,
28:01.6,1707177,70550,492564027,-1229224161,,0.115740741,0.103,,,,
28:01.7,1707274,70670,492563957,-1229224201,,0.116898148,0.097,,,,
28:01.8,1707380,70670,492563957,-1229224201,,0.123842593,0.106,,,,
28:01.9,1707477,70900,492563874,-1229224251,,0.107638889,0.097,,,,
28:02.0,1707574,70900,492563874,-1229224251,,0.115740741,0.097,,,,
28:02.1,1707674,70600,492563782,-1229224311,,0.116898148,0.1,,,,
28:02.2,1707777,70600,492563782,-1229224311,,0.121527778,0.103,,,,
28:02.3,1707874,70970,492563654,-1229224351,,0.109953704,0.097,,,,
28:02.4,1707977,70970,492563654,-1229224351,,0.116898148,0.103,,,,
28:02.5,1708077,70710,492563515,-1229224392,,0.115740741,0.1,,,,
28:02.6,1708177,70710,492563515,-1229224392,,0.119212963,0.1,,,,
28:02.7,1708277,70560,492563391,-1229224434,,0.115740741,0.1,,,,
28:02.8,1708374,70560,492563391,-1229224434,,0.113425926,0.097,,,,
28:02.9,1708477,70830,492563257,-1229224484,,0.118055556,0.103,,,,
28:03.0,1708574,70830,492563257,-1229224484,,0.113425926,0.097,,,,
28:03.1,1708675,70600,492563209,-1229224514,,0.119212963,0.101,,,,
28:03.2,1708777,70600,492563209,-1229224514,,0.116898148,0.102,,,,
28:03.3,1708874,70050,492563207,-1229224527,,0.112268519,0.097,,,,
28:03.4,1708977,70050,492563207,-1229224527,,0.119212963,0.103,,,,
28:03.5,1709074,69710,492563180,-1229224538,,0.112268519,0.097,,,,
28:03.6,1709175,69710,492563180,-1229224538,,0.119212963,0.101,,,,
28:03.7,1709277,69390,492563155,-1229224528,,0.115740741,0.102,,,,
28:03.8,1709375,69390,492563155,-1229224528,,0.113425926,0.098,,,,
28:03.9,1709477,68960,492563121,-1229224539,,0.119212963,0.102,,,,
28:04.0,1709574,68960,492563121,-1229224539,,0.113425926,0.097,,,,
28:04.1,1709674,68960,492563099,-1229224545,,0.115740741,0.1,,,,
28:04.2,1709780,68960,492563099,-1229224545,,0.125,0.106,,,,
28:04.3,1709877,68490,492563116,-1229224561,,0.109953704,0.097,,,,
28:04.4,1709974,68490,492563116,-1229224561,,0.113425926,0.097,,,,
28:04.5,1710075,68400,492563109,-1229224573,,0.119212963,0.101,,,,
28:04.6,1710177,68400,492563109,-1229224573,,0.115740741,0.102,,,,
28:04.7,1710274,68000,492563083,-1229224598,,0.113425926,0.097,,,,
28:04.8,1710375,68000,492563083,-1229224598,,0.119212963,0.101,,,,
28:04.9,1710477,67620,492563070,-1229224606,,0.115740741,0.102,,,,
28:05.0,1710574,67620,492563070,-1229224606,,0.115740741,0.097,,,,
28:05.1,1710677,67560,492563044,-1229224607,,0.115740741,0.103,,,,
28:05.2,1710774,67560,492563044,-1229224607,,0.116898148,0.097,,,,
28:05.3,1710874,67460,492563060,-1229224595,,0.112268519,0.1,,,,
28:05.4,1710975,67460,492563060,-1229224595,,0.119212963,0.101,,,,
28:05.5,1711077,67560,492563054,-1229224580,,0.116898148,0.102,,,,
28:05.6,1711177,67560,492563054,-1229224580,,0.115740741,0.1,,,,
28:05.7,1711274,67340,492563061,-1229224569,,0.113425926,0.097,,,,
